ACCESSION_NUMBER	NONDERIV_HOLDING_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_FORM_TYPE	TRANS_FORM_TYPE_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001628280-24-031895	2220634	Ordinary Shares				134391.0				D			
0001593968-24-000973	2220530	Common Stock				12665.0				I		By Trust	
0001593968-24-000971	2220543	Common Stock				472577.0				I		By Trust	
0001593968-24-000970	2220572	Common Stock				140000.0				I		By Spouse	
0001593968-24-000970	2220571	Common Stock				60686.0				I		By Trust	
0001200461-24-000011	2220614	Common Stock				1270763.0				D		See footnote	F3
0001200461-24-000011	2220615	Common Stock				58958.0				I		Held by spouse	F4
0001200461-24-000011	2220616	Common Stock				24959.0				I			
0000707549-24-000096	2220552	Common Stock				101.54				I		By 401(k)	
0001127602-24-020386	2220498	Common Stock				800.0				I		By Spouse	
0001628280-24-031887	2220499	$5 Par Common Stock				2644.0				I		401(k) Plan	
0001683168-24-004850	2220610	Common Stock				4040.0				D			
0001079973-24-001056	2220510	Common Stock				400000.0				D			
0001415889-24-019552	2220568	Common Stock				324518.0				I		By Trust	F19
0001415889-24-019552	2220565	Common Stock				245909.0				I		By Trust	F15
0001415889-24-019552	2220566	Common Stock				1742.0	F16			I		By Trust	F17
0001415889-24-019552	2220567	Common Stock				28170.0				I		By Trust	F18
0001415889-24-019552	2220569	Common Stock				45596.0				I		By Trust	F20
0001415889-24-019552	2220564	Common Stock				166.0				I		By  Spouse	
0001415889-24-019551	2220529	Common Stock				1100.0				I		By Trust	
0001214659-24-012397	2220626	Common Stock				15151.75	F5, F1			I		By Gould Shenfeld Family Foundation	
0001214659-24-012397	2220627	Common Stock				144.0	F2			I		By Georgetown Partners LLC	
0001214659-24-012397	2220628	Common Stock				13622.0	F3			I		By 130 Store Company	
0001214659-24-012397	2220629	Common Stock				2272600.86	F4, F5			I		By Gould Investors L.P.	
0001062993-24-013773	2220544	Common Stock				93119.0				I		By spouse	
0001467373-24-000206	2220617	Class A ordinary shares				25000.0				I		See footnote	F10
0001467373-24-000205	2220638	Class A ordinary shares				16898.0				I		See footnote	F7
0001170010-24-000116	2220560	Common Stock				969.0	F1			D			
0000930413-24-002135	2220515	Common Shares				44177.62				D			
0001840776-24-000154	2220599	Class A Common Stock				2000.0				D			
0001493152-24-027828	2220563	Common Stock				75288.0	F2			I		By Hames Family Trust	F3
0000950170-24-083559	2220538	Common Stock				1012.0				I		By Charles Banks Pedersen 2022 Irrevocable Trust	F13
0000950170-24-083559	2220537	Common Stock				1012.0				I		By Sage Elizabeth Richison 2022 Irrevocable Trust	F12
0000950170-24-083559	2220536	Common Stock				1012.0				I		By Kase Gabriel Richison 2022 Irrevocable Trust	F11
0000950170-24-083559	2220535	Common Stock				1012.0				I		By Lane West Richison 2022 Irrevocable Trust	F10
0000950170-24-083559	2220534	Common Stock				1012.0				I		By Rome West Pedersen 2023 Irrevocable Trust	F9
0000950170-24-083559	2220533	Common Stock				1012.0				I		By Faye Penelope Richison 2023 Irrevocable Trust	F8
0000950170-24-083559	2220539	Common Stock				253.0				I		By Ava L. Richison 2012 Irrevocable Trust	F14
0000950170-24-083559	2220540	Common Stock				253.0				I		By Ian D. Richison 2012 Irrevocable Trust	F15
0000950170-24-083559	2220542	Common Stock				12500.0				I		By Charis Michelle Richison Trust	F17
0000950170-24-083559	2220541	Common Stock				56.0				I		By Abrie R. Richison 2012 Irrevocable Trust	F16
0000929638-24-002495	2220609	Common Stock				42028.0				I			
0000929638-24-002495	2220608	Common Stock				827082.0				D	F2, F1	By simplified employee pension plan	
0000892251-24-000068	2220484	Common Stock				470775.0				D		By Limited Liability Limited Partnership	F1
0000892251-24-000068	2220485	Common Stock				8376387.0				I		By Limited Liability Companies	F2
0000892251-24-000068	2220489	Common Stock				1188.0				I			
0000892251-24-000068	2220487	Common Stock				323669.0				I		By Limited Partnership	F4
0000892251-24-000068	2220488	Common Stock				83880.0				I		By ESOP	
0000892251-24-000068	2220486	Common Stock				5164138.0				I		By Trusts	F3
0000736772-24-000069	2220482	Common Stock				2931.18				I			
0000736772-24-000069	2220481	Depositary Shares				4000.0	F1			D			
0000736772-24-000069	2220480	Common Stock				4905.67				D		by 401k Plan	
0000058492-24-000450	2220479	Common Stock				18661.02				I		By Trent Living Trust	
0000058492-24-000450	2220478	Common Stock				5648.04				I		Held In Trust Under Issuer's Retirement Plan	
0000058492-24-000447	2220494	Common Stock				1000.0				I		By Spouse's IRA	
0000058492-24-000447	2220495	Common Stock				845.68				I		Held in Trust Under Issuer's Retirement Plan	
0000058492-24-000444	2220491	Common Stock				30.5				I		Held In Trust Under Issuer's Retirement Plan	
0000058492-24-000444	2220492	Common Stock				1272.94				I		By Spouse	
0000058492-24-000444	2220493	Common Stock				23.74				I		Held In Trust Under Issuer's Retirement Plan By Spouse	
0001965021-24-000057	2220483	Common Stock				865.0				I		Core Investment Capital, LLC	
0001965021-24-000054	2220490	Common Stock				1869.0				I		JCAP, LLC	
0001965021-24-000053	2220477	Common Stock				38903.0				I		Doppler Investments LP	
0001965021-24-000049	2220496	Common Stock				19236.0				I		Bangert Family Investments, LLLP	
0001965021-24-000048	2220497	Common Stock				1500.0				I		CCJG Investments, LLC	
0000950170-24-083417	2220428	Common Stock				31298.0				I		See footnote	F3
0000950170-24-083417	2220429	Common Stock				28950.0				I		See footnote	F4
0001214659-24-012370	2220405	Common Shares				0.0	F1			D			
0001415889-24-019541	2220337	Class A Common Stock				11280.0				I		I	F1
0001415889-24-019541	2220341	Class A Common Stock				766443.0				I		I	F5
0001415889-24-019541	2220340	Class A Common Stock				9966.0				I		I	F4
0001415889-24-019541	2220336	Class A Common Stock				11353060.0				D			
0001415889-24-019541	2220342	Class A Common Stock				2350696.0				I		I	F6
0001415889-24-019541	2220338	Class A Common Stock				213.0				I		I	F2
0001415889-24-019541	2220339	Class A Common Stock				1189.0				I		I	F3
0000950170-24-083406	2220398	Common Shares				1636.0	F1			I			
0000950170-24-083406	2220397	Common Shares				2000.0				I		By IRA (Vanguard)	
0000950170-24-083406	2220396	Common Shares				219903.0				D		By IRA (Merrill-Lynch)	
0001214659-24-012367	2220333	Common Stock				3703878.0	F5			D		GRATs	F6
0001214659-24-012367	2220335	Common Stock				12438431.0	F7			I			
0001214659-24-012367	2220334	Common Stock				1500568.0				I		Spouse	F8
0001819493-24-000131	2220327	Common Stock				1791530.0				I		Emerald Green Trust	F4
0001819493-24-000131	2220326	Common Stock				5626.0				I		GenFleet LLC	F3
0000950170-24-083349	2220381	Class A Common Stock				408820.0				I		See footnotes	F3, F2
0001819493-24-000121	2220446	Common Stock				4133.0	F4			I		See Footnote	F5
0001819493-24-000117	2220445	Common Stock				33333.0				I		GNM ICBC LLC	F6
0001819493-24-000117	2220444	Common Stock				131250.0	F4			I		NGAC GNM Feeder LLC	F5
0001819493-24-000115	2220443	Common Stock				21172.0				I		By Trust	F4
0001415889-24-019538	2220377	Class A Common Stock				240438.0				D			
0001415889-24-019538	2220376	Class A Common Stock				47.0				I		By TVL Management Corp.	F6
0001735276-24-000075	2220402	Common Stock				407.0				I		by Managed Account	F2
0001200461-24-000009	2220424	Common Stock				24959.0				I		Held by spouse	F7
0001493152-24-027175	2220408	Common Stock				1344066.0				I		By Curtis Squire, Inc.	F3
0001842694-24-000007	2220378	Common Stock				1270763.0				I		Held by spouse	F3
0001842694-24-000007	2220380	Common Stock				58958.0				I		See footnote	F5
0001842694-24-000007	2220379	Common Stock				128219.0				I		See footnote	F4
0001628280-24-031820	2220360	Common Stock,  $0.0001 par value per share				689045.0				I		By Operative Capital LP	F3
0001628280-24-031820	2220359	Common Stock,  $0.0001 par value per share				1596734.0				I		By Operative Capital SPV I, LLC	F3
0001628280-24-031817	2220394	Common Stock,  $0.0001 par value per share				1205146.0				I		Lee Kan Family Trust	
0001628280-24-031815	2220355	Common Stock, $0.0001 par value per share				1596734.0				I		By Operative Capital SPV I, LLC	F3
0001628280-24-031815	2220354	Common Stock, $0.0001 par value per share				69772.0				I		By Pensco Trust Co. LLC Custodian FBO Kelly Rodriques Roth IRA	
0001628280-24-031815	2220356	Common Stock, $0.0001 par value per share				689045.0				I		By Operative Capital LP	F3
0001213900-24-061135	2220430	Ordinary Shares	F1			269984.0				D			
0000950170-24-083334	2220456	Common Stock				764610.0				I		See footnote	F1
0001437749-24-022706	2220349	Common Stock				1482535.0				I		By Fund	F1
0000950170-24-083333	2220390	Class A Common Stock	F2, F1			3500000.0				I			
0000950170-24-083333	2220389	Class A Common Stock	F2, F1			334150.0				D	F4		
0000950170-24-083333	2220388	Class A Common Stock	F2, F1			339028.0				D	F3	See Footnote	F5
0000950170-24-083330	2220474	Common Stock, par value $0.01 per share				888193.0				I		See Footnote	F3
0000950170-24-083330	2220473	Common Stock, par value $0.01 per share				1200000.0				I		See Footnote	F2
0000950170-24-083327	2220345	Common Stock				3924.0				I		By Flagship Pioneering, Inc.	F9
0000950170-24-083327	2220344	Common Stock				747897.0				I		By Flagship Ventures Fund IV-Rx, L.P.	F8
0000950170-24-083327	2220343	Common Stock				3880328.0				I		By Flagship Ventures Fund IV, L.P.	F7
0001746473-24-000127	2220331	Common Stock				13985.0				I		See footnote	F3
0001746473-24-000127	2220330	Common Stock				3821.0				I		See footnote	F2
0001746473-24-000127	2220332	Common Stock				13985.0				I		See footnote	F4
0001415889-24-019536	2220375	Common Class A - Retirement Plan				8375.0				D			
0000004127-24-000064	2220439	Common Stock				533.0	F3			I		By 401(k) plan	
0000950170-24-083317	2220366	Class B Common Stock				11952000.0				I		ECG II SPE, LLC	F9
0000950170-24-083317	2220365	Class B Common Stock				11834021.0				I		Ernest C. Garcia III Multi-Generational Trust III	F8
0000950170-24-083317	2220364	Class B Common Stock				41442317.0				D		Ernest Irrevocable 2004 Trust III	F7
0000950170-24-083317	2220363	Class A Common Stock				950000.0				I		Ernest C. Garcia III Multi-Generational Trust III	F6
0000950170-24-083317	2220362	Class A Common Stock				850000.0				I		Ernest Irrevocable 2004 Trust III	F5
0000950170-24-083317	2220361	Class A Common Stock				2578314.0				I		Verde Investments, Inc.	F4
0000950170-24-083317	2220367	Class B Common Stock				8000000.0				I			
0001746473-24-000123	2220455	Common Stock				409317.0				I		See footnote	F2
0001520138-24-000239	2220391	Common Stock				56366.0				D			
0001415889-24-019532	2220382	Common Shares				229151.0				I		IRA Accounts	F3
0001415889-24-019532	2220383	Common Shares				94120.0				I		Trust	F4
0001415889-24-019532	2220384	Common Shares				173750.0				D	F5		
0001628280-24-031804	2220427	Common Stock				7071.0				D			
0000950170-24-083295	2220412	Common Stock				20026.51				D		By 401(k) Plan	
0000950170-24-083295	2220413	Common Stock				1489.92				I			
0001127602-24-020374	2220472	AMC Networks Inc. Class A Common Stock				1200.0				D			
0000950170-24-083290	2220325	Common Stock				6846.31				D			
0000950170-24-083288	2220386	Common Stock				18991.3				D			
0000950170-24-083282	2220374	Common Stock				1897.13				D			
0001415889-24-019528	2220350	Common Stock				122028.0				I		See Footnote	F3
0001225208-24-007419	2220387	Class A Common Stock				11612.3	F1			D			
0000950170-24-083275	2220410	Common Stock				2260.33				D			
0001025996-24-000197	2220395	Common stock, par value $0.01 per share				8214.0				I		BY BRENNAN FAMILY TRUST	
0000950170-24-083270	2220458	Common Stock				97.77				I			
0000950170-24-083270	2220457	Common Stock				70442.9				D		By 401(k) Plan	
0000950170-24-083267	2220460	Common Stock				36.02				I			
0000950170-24-083267	2220459	Common Stock				8134.79				D		By 401(k) Plan	
0001562180-24-005701	2220409	Common Stock				22500.0				I		By Family Trust	F2
0001562180-24-005700	2220400	Common Stock				126889.0				I		By Family Trust	F1
0001568100-24-000094	2220411	Common Stock				50.0				I		By spouse	
0000950170-24-083257	2220403	Common Stock				4156.07				D			
0000950170-24-083255	2220352	Common Stock				1752243.0	F1, F4			I		Diameter Dislocation Master Fund II LP	F5
0000950170-24-083255	2220353	Common Stock				876836.0	F6, F1			I		Diameter Dislocation Master Fund LP	F7
0000950170-24-083255	2220351	Common Stock				3817205.0	F2, F1			I		Diameter Master Fund LP	F3
0000950170-24-083254	2220399	Common Stock				1011.8				D			
0000016918-24-000133	2220417	Class A Common Stock				15.0				I		By Spouse	
0000016918-24-000133	2220418	Class A Common Stock				17.0				I		By Family Trusts	F2
0000929638-24-002487	2220385	Common Stock				10589849.0				I		See Footnote	F1
0000016918-24-000126	2220436	Class A Common Stock				20488818.0				I		by RRA&Z Holdings LLC	F2
0000016918-24-000126	2220437	Class A Common Stock				187552.0				I		by RES Master LLC	F3, F4
0000016918-24-000126	2220438	Class A Common Stock				15720.0				I		By Spouse	F5
0000016918-24-000124	2220321	Class A Common Stock				20488818.0				I		by RRA&Z Holdings LLC	F2
0000016918-24-000124	2220324	Class A Common Stock				1769.0				I		By Spouse	F6
0000016918-24-000124	2220323	Class A Common Stock				19329.0				I		by PKSDT 2016 STZ LLC	F5
0000016918-24-000124	2220322	Class A Common Stock				550540.0				I		by RSS Master LLC	F3, F4
0000950170-24-083247	2220328	Common Stock				2146.98				D			
0000950170-24-083243	2220357	Common Stock				7477.45				D		By 401(k) Plan	
0000950170-24-083243	2220358	Common Stock				2022.91				I			
0000950170-24-083238	2220329	Common Stock				0.0				D			
0001856525-24-000097	2220404	Class A Common Stock				11769.0	F9			D			
0000929638-24-002484	2220392	Common Stock				1002207.0				I		See Footnotes	F3, F1
0000950170-24-083233	2220425	Common Stock				11961.44				D		By 401(k) plan	
0000950170-24-083233	2220426	Common Stock				0.0				I			
0000950170-24-083227	2220454	Common Stock				8449.0				I	F1		
0000950170-24-083227	2220453	Common Stock				2635.0				D		By the Georgeane Pruden Revocable Trust	
0000950170-24-083226	2220373	Class C Common Stock				29013.0	F15			I		See footnote	F15
0000950170-24-083226	2220370	Class C Common Stock				5017.0	F10			I		Held through Silver Lake Technology Associates IV, L.P.	F10, F13
0000950170-24-083226	2220372	Class C Common Stock				1474.0	F12			I		See footnote	F12
0000950170-24-083226	2220368	Class C Common Stock				136942.0	F8			I		Held through SLTA SPV-2, L.P.	F13, F8
0000950170-24-083226	2220369	Class C Common Stock				81026.0	F9			I		Held through Silver Lake Technology Associates V, L.P.	F13, F9
0000950170-24-083226	2220371	Class C Common Stock				232446.0	F11			I		Held through Silver Lake Group, L.L.C.	F13, F11
0000950170-24-083222	2220452	Class C Common Stock				29013.0	F15			I		See footnote	F15
0000950170-24-083222	2220449	Class C Common Stock				5017.0	F10			I		Held through Silver Lake Technology Associates IV, L.P.	F10, F13
0000950170-24-083222	2220447	Class C Common Stock				136942.0	F8			I		Held through SLTA SPV-2, L.P.	F13, F8
0000950170-24-083222	2220448	Class C Common Stock				81026.0	F9			I		Held through Silver Lake Technology Associates V, L.P.	F13, F9
0000950170-24-083222	2220451	Class C Common Stock				1474.0	F12			I		See footnote	F12
0000950170-24-083222	2220450	Class C Common Stock				232446.0	F11			I		Held through Silver Lake Group, L.L.C.	F13, F11
0001468327-24-000210	2220346	Class A Common Stock				623.0				I		See Footnote	F2
0000950170-24-083215	2220476	Common Stock				1215.55				I			
0000950170-24-083215	2220475	Common Stock				19407.4				D		By 401(k) plan	
0000950170-24-083212	2220471	Common Stock				5478.07				D			
0001439288-24-000109	2220407	Common Stock				416.0				I		By 401(k) Plan	F2
0001439288-24-000108	2220431	Common Stock				43522.0				D		By 401(k) Plan	F1
0001439288-24-000108	2220432	Common Stock				416.0				I			
0001628280-24-031780	2220420	Class A Common Stock				75000.0				I		By Trust	
0001628280-24-031780	2220421	Class A Common Stock				206705.0				I		By Trust	
0001628280-24-031780	2220422	Class A Common Stock				9476.0				I		By Trust	
0001628280-24-031780	2220423	Class A Common Stock				234793.0				I		By Trust	
0001628280-24-031780	2220419	Class A Common Stock				112207.0				I		By Trust	
0001104659-24-079546	2220440	Class B Common Stock				397716.0				I		By Grantor Retained Annuity Trusts	
0001104659-24-079546	2220441	Class B Common Stock				32635.0				I		By 401(K) Plan	
0001104659-24-079545	2220406	Class B Common Stock				7000000.0				I		By husband	F2
0000950170-24-083201	2220469	Common Stock				56.0				I		By Abrie R. Richison 2012 Irrevocable Trust	F15
0000950170-24-083201	2220466	Common Stock				1012.0				I		By Charles Banks Pedersen 2022 Irrevocable Trust	F12
0000950170-24-083201	2220470	Common Stock				12500.0				I		By Charis Michelle Richison Trust	F16
0000950170-24-083201	2220468	Common Stock				253.0				I		By Ian D. Richison 2012 Irrevocable Trust	F14
0000950170-24-083201	2220467	Common Stock				253.0				I		By Ava L. Richison 2012 Irrevocable Trust	F13
0000950170-24-083201	2220464	Common Stock				1012.0				I		By Kase Gabriel Richison 2022 Irrevocable Trust	F10
0000950170-24-083201	2220463	Common Stock				1012.0				I		By Lane West Richison 2022 Irrevocable Trust	F9
0000950170-24-083201	2220462	Common Stock				1012.0				I		By Rome West Pedersen 2023 Irrevocable Trust	F8
0000950170-24-083201	2220465	Common Stock				1012.0				I		By Sage Elizabeth Richison 2022 Irrevocable Trust	F11
0000950170-24-083201	2220461	Common Stock				1012.0				I		By Faye Penelope Richison 2023 Irrevocable Trust	F7
0000950103-24-009970	2220416	Common Stock, par value $0.01 per share				349764.0				I		See Footnotes	F3, F5, F4
0001628280-24-031769	2220435	Ordinary Shares				49166.0				D			
0001628280-24-031769	2220433	Ordinary Shares				133583.0				I		Lip-Bu Tan and Ysa Loo Trust	F4
0001628280-24-031769	2220434	Ordinary Shares				39736.0				I		A&E Investment LLC	F5
0001062993-24-013679	2220442	Common Stock				10.0				I		Jean Savage Trust	
0001062993-24-013678	2220393	Common Stock				10.0				I		Jean Savage Trust	
0001437107-24-000150	2220415	Series A Common Stock				13045.0				I		By Spouse	
0001437107-24-000150	2220414	Series A Common Stock				14140.0				I		As custodian	
0000027419-24-000138	2220347	Common Stock				129806.0				D		By 401(k) Plan	
0000027419-24-000138	2220348	Common Stock				365.78	F1			I			
0001968202-24-000107	2220401	Common Stock				371.0				I		By 401(k) Plan	
0000915779-24-000035	2220319	Common Stock				0.0				I		by 401k	F1
0001127602-24-020355	2220304	Common Stock				651619.0				I		By Avanti Holdings, LLC	F3
0000092380-24-000103	2220320	Common Stock				0.0				D			
0001127602-24-020351	2220303	Common Stock				195042.0				I		By Hilton Family Trust	F2
0001161697-24-000312	2220314	Common Stock				165252.0				D			
0001437749-24-022640	2220308	Cyanotech Corporation Common Stock				58000.0				I		By self as trustee for Nyracai Johnstone Davis GST Exempt Trust	
0001437749-24-022640	2220309	Cyanotech Corporation Common Stock				58789.0				I			
0001437749-24-022640	2220307	Cyanotech Corporation Common Stock				150000.0				I		By self as trustee for Nettizanne Johnstone Davis GST Exempt Trust	
0001437749-24-022640	2220306	Cyanotech Corporation Common Stock				31250.0				I		By self as co-trustee for the Nyracai Davis Irr. Trust and the Nettizanne J. Davis Irr. Trust	
0001437749-24-022640	2220305	Cyanotech Corporation Common Stock				12119.0				D		By Spouse	
0001437749-24-022627	2220318	Common stock				0.0	F1			D			
0001443984-24-000178	2220313	Common Shares				1231147.0				I		HPLP	F1
0001443984-24-000178	2220312	Common Shares				28299.88				I		By 401(K) Plan	
0001213900-24-060887	2220311	Common Stock				25.0	F2			I	F3	TAG Partners, LLC	
0001517737-24-000087	2220315	Common Stock				122240.0				I		by Family Trust	
0001517737-24-000087	2220317	Common Stock				186551.0				I		by Separate Prop Tr	
0001517737-24-000087	2220316	Common Stock				14500.0				I		by Partnership	
0000022444-24-000095	2220310	Common Stock				5000.0				I		By Limited Partnership	
0001127602-24-020345	2220162	Common Stock				20.0				D			
0001810806-24-000172	2220207	Common Stock				4498146.0				I		See footnote	F2
0000950170-24-083107	2220173	Common Stock				27841.0				I		By Spouse	
0000950170-24-083107	2220174	Common Stock				643532.0				I		See Footnote	F2
0000950170-24-083106	2220266	Common Stock				169470.0				I		See Footnote	F2
0000950170-24-083103	2220301	Common Stock				316580.0				I		See Footnote	F2
0000950170-24-083102	2220217	Common Stock				298861.0				I		See Footnote	F2
0000950170-24-083094	2220193	Common Stock, par value $0.01				14652.0				D			
0001127602-24-020343	2220169	Common Stock				50229.0				I		By Trust	
0001127602-24-020341	2220211	Common Stock				234275.0				I		Family Trust	F2
0001127602-24-020337	2220180	Common Stock				8272.0				I		Spouse Ira	
0001127602-24-020337	2220181	Common Stock				89792.0				I	F1	Guest Family Trust 2023	
0001127602-24-020337	2220182	Common Stock				3399.0				D			
0001127602-24-020335	2220290	Common Stock				47540.0				I		By Trust	
0001127602-24-020333	2220240	Common Stock				43903.0				I		Family Trust	F2
0001127602-24-020331	2220293	Common Stock				5272.0				I		By Trust	
0001127602-24-020329	2220228	Common Stock				850.0				I		IRA	
0001127602-24-020329	2220229	Common Stock				2000.0				I		Trust	
0001127602-24-020321	2220178	Common Stock				5180.0				I		IRA	
0001415889-24-019506	2220226	Common Stock				67505.0				I		See footnote	F1
0001415889-24-019506	2220227	Common Stock				404436.0				I		See footnote	F3
0001062993-24-013666	2220157	Common Stock - Voting				5904.0				I		By 2022 GRAT F	
0001062993-24-013666	2220158	Common Stock - Voting				5904.0				I		By 2023 GRAT G	
0001062993-24-013666	2220159	Common Stock - Voting				13604.0				I		By 2023 GRAT H	
0001062993-24-013666	2220160	Common Stock - Voting				13604.0				I			
0001062993-24-013666	2220155	Common Stock - Voting				199258.0				D		401(k) Retirement Plan	
0001062993-24-013666	2220156	Common Stock - Voting				14455.5				I		By 2022 GRAT E	
0000950170-24-083071	2220297	Common Stock				1154558.0				I		Shiraz Capital LLC	
0000950170-24-083071	2220300	Common Stock				151030.0				I		By Farhad F Ebrahimi Roth IRA	
0000950170-24-083071	2220299	Common Stock				71912.0				I		By Elstead 2020 GRAT	
0000950170-24-083071	2220298	Common Stock				66560.0				I		By Havana 2020 GRAT	
0001493152-24-027043	2220223	Common Stock				8906270.0				I		By Knighted Pastures LLC, of which Roy Choi is the managing member	
0000950170-24-083054	2220269	Common Stock				0.0				D			
0001593968-24-000963	2220242	Common Stock				288444.0				I		By Trust	
0001877255-24-000024	2220164	Common stock, $0.001 par value per share				260513.0				I		By Beowulf Electricity & Data Inc.	F4
0001877255-24-000024	2220165	Common stock, $0.001 par value per share				5000.0				I		By Heorot Power Holdings LLC	F5
0001877255-24-000024	2220166	Common stock, $0.001 par value per share				654706.0				I		By Lucky Liefern LLC	F6
0001877255-24-000024	2220167	Common stock, $0.001 par value per share				10638.0				I		By Somerset Operating Company, LLC	F7
0001877255-24-000024	2220163	Common stock, $0.001 par value per share				8198883.0				I		By Stammtisch Investments LLC	F3
0001877257-24-000021	2220172	Common stock, $0.001 par value per share				864701.0				I		By Langlais Family 2021 GST Trust	
0001877476-24-000014	2220274	Common stock, $0.001 par value per share				901809.0				I		By Yaqeen I Trust	F4
0001877476-24-000014	2220275	Common stock, $0.001 par value per share				7269019.0				I		By Lake Harriet Holdings LLC	F5
0001877476-24-000014	2220273	Common stock, $0.001 par value per share				4019787.0				I		By Various Trusts	F3
0001652256-24-000014	2220168	Common stock, $0.001 par value per share				26414.0				I		By Teton Rough Riders Mining LLC	F3
0001127602-24-020315	2220296	Class B Common Stock				8335687.0				D			
0001104659-24-079303	2220225	Class A Common Stock				211394.0				D			
0000950170-24-083047	2220232	Common Stock				1012.0				I		By Lane West Richison 2022 Irrevocable Trust	F6
0000950170-24-083047	2220236	Common Stock				253.0				I		By Ava L. Richison 2012 Irrevocable Trust	F10
0000950170-24-083047	2220237	Common Stock				253.0				I		By Ian D. Richison 2012 Irrevocable Trust	F11
0000950170-24-083047	2220230	Common Stock				1012.0				I		By Faye Penelope Richison 2023 Irrevocable Trust	F4
0000950170-24-083047	2220231	Common Stock				1012.0				I		By Rome West Pedersen 2023 Irrevocable Trust	F5
0000950170-24-083047	2220235	Common Stock				1012.0				I		By Charles Banks Pedersen 2022 Irrevocable Trust	F9
0000950170-24-083047	2220233	Common Stock				1012.0				I		By Kase Gabriel Richison 2022 Irrevocable Trust	F7
0000950170-24-083047	2220234	Common Stock				1012.0				I		By Sage Elizabeth Richison 2022 Irrevocable Trust	F8
0000950170-24-083047	2220239	Common Stock				12500.0				I		By Charis Michelle Richison Trust	F13
0000950170-24-083047	2220238	Common Stock				56.0				I		By Abrie R. Richison 2012 Irrevocable Trust	F12
0001104659-24-079301	2220171	Common Stock				644612.0	F4			D			
0001836833-24-000091	2220264	Class A Common Stock				3048165.0	F2			I		By Isalea Investments LP	
0000769397-24-000110	2220208	Common Stock				29519.0	F3			D			
0001127602-24-020305	2220292	Common Stock				10188.0				I		By Spouse	
0001127602-24-020305	2220291	Common Stock				812.0				I		By Child	
0001104659-24-079296	2220243	Common stock, par value $0.01 per share				2000000.0	F1			I		See footnote	F2
0000014693-24-000102	2220206	Class B Common				686.0				D			
0000014693-24-000102	2220205	Class A Common				278.0				D			
0000950103-24-009927	2220286	Common Stock, $0.0001 par value				1436728.0				D			
0001568100-24-000092	2220216	Common Stock				144500.0				I		By Jennifer Tejada, as Trustee of the Langford Island Trust	
0001568100-24-000092	2220215	Common Stock				13426.0				I		By Jennifer Tejada, as Trustee of the Tejada 2024 Grantor Retained Annuity Trust - II	
0001568100-24-000092	2220214	Common Stock				13426.0				I		By Jennifer Tejada, as Trustee of the Tejada 2024 Grantor Retained Annuity Trust - I	
0001568100-24-000092	2220212	Common Stock				22610.0				I		By Jennifer Tejada, as Trustee of the Tejada 2023 Grantor Retained Annuity Trust - I	
0001568100-24-000092	2220213	Common Stock				22610.0				I		By Jennifer Tejada, as Trustee of the Tejada 2023 Grantor Retained Annuity Trust - II	
0001777393-24-000127	2220289	Common Stock				3966.0				I		By trust	F3
0001777393-24-000127	2220288	Common Stock				1247256.0				I		By trust	F2
0001777393-24-000125	2220161	Common Stock				69438.0	F2			I		By trust	F3
0001777393-24-000124	2220179	Common Stock				12500.0				I		By trust	F2
0001777393-24-000122	2220192	Common Stock				420946.0				I		By LLC	F2
0001709442-24-000059	2220276	Common Stock, $0.0001 par value				1436728.0				I		By Lightyear Fund III, L.P.	F1
0001709442-24-000058	2220248	Common Stock, $0.0001 par value				5667.0				D			
0001709442-24-000058	2220247	Common Stock, $0.0001 par value				50084.0				D	F2		
0001709442-24-000058	2220246	Common Stock, $0.0001 par value				1677.0	F1			D			
0001709442-24-000057	2220277	Common Stock, $0.0001 par value				4209.0				I		By Trust	
0001709442-24-000057	2220278	Common Stock, $0.0001 par value				1677.0	F1			D			
0000950170-24-083021	2220265	No Securities Owned				0.0				D			
0001709442-24-000056	2220203	Common Stock, $0.0001 par value				900.0				D			
0001709442-24-000055	2220294	Common Stock, $0.0001 par value				0.0				D			
0001709442-24-000054	2220268	Common Stock, $0.0001 par value				0.0				D			
0000950170-24-083020	2220302	Common Stock				0.0				D			
0001709442-24-000053	2220245	Common Stock, $0.0001 par value				2277.0				D			
0001709442-24-000053	2220244	Common Stock, $0.0001 par value				1118.0				D	F1		
0001709442-24-000052	2220175	Common Stock, $0.0001 par value				3679.0				D			
0001709442-24-000052	2220176	Common Stock, $0.0001 par value				1677.0	F1			D			
0001777393-24-000109	2220224	Common Stock				0.0	F1			D			
0001709442-24-000051	2220201	Common Stock, $0.0001 par value				3679.0				I		By Trust	
0001709442-24-000051	2220202	Common Stock, $0.0001 par value				1677.0				D	F1		
0001709442-24-000050	2220177	Common Stock, $0.0001 par value				125267.0				D			
0001709442-24-000049	2220187	Common Stock, $0.0001 par value				196475.0				I		By Trust	F4
0001709442-24-000049	2220185	Common Stock, $0.0001 par value				238100.0				I		By Trust	F2
